0,1,2,3,4,5
MA,Barnstable,2025,Police,,
MA,Boston,2018,Education,e18,"$1,060,932,785.00"
MA,Boston,2018,General Fund,gf18,"$2,378,452,451.00"
MA,Boston,2018,Police,p18,"$373,814,104.00"
MA,Boston,2019,Education,e19,"$1,112,248,805.00"
MA,Boston,2019,General Fund,gf19,"$2,492,611,605.00"
MA,Boston,2019,Police,p19,"$400,425,673.00"
MA,Boston,2020,Education,e20,"$1,177,526,598.00"
MA,Boston,2020,General Fund,gf20,"$2,672,088,866.00"
MA,Boston,2020,Police,p20,"$414,237,378.00"
MA,Boston,2021,Education,e21,"$1,258,633,065.00"
MA,Boston,2021,General Fund,gf21,"$2,748,978,956.00"
MA,Boston,2021,Police,p21,"$404,182,026.00"
MA,Boston,2022,Education,e22,"$1,294,719,861.00"
MA,Boston,2022,General Fund,gf22,"$2,826,171,904.00"
MA,Boston,2022,Police,p22,"$399,871,217.00"
MA,Boston,2023,Education,e23,"$1,334,845,508.00"
MA,Boston,2023,General Fund,gf23,"$2,934,382,745.00"
MA,Boston,2023,Police,p23,"$395,094,796.00"
MA,Boston,2024,General Fund,,"$1,753,030,909.00"
MA,Boston,2024,Police,,"$404,973,193.00"
MA,Boston,2025,General Fund,,
MA,Boston,2025,Police,,
MA,Brockton,2018,Education,e18,"$169,515,358.00"
MA,Brockton,2018,General Fund,gf18,"$353,446,165.00"
MA,Brockton,2018,Police,p18,"$25,328,430.00"
MA,Brockton,2019,Education,e19,"$168,826,924.00"
MA,Brockton,2019,General Fund,gf19,"$359,292,526.00"
MA,Brockton,2019,Police,p19,"$27,658,143.00"
MA,Brockton,2020,Education,e20,"$174,786,098.00"
MA,Brockton,2020,General Fund,gf20,"$395,481,620.00"
MA,Brockton,2020,Police,p20,"$28,646,214.00"
MA,Brockton,2021,Education,e21,"$177,480,385.00"
MA,Brockton,2021,General Fund,gf21,"$395,470,304.00"
MA,Brockton,2021,Police,p21,"$27,516,571.00"
MA,Brockton,2022,Education,e22,"$208,627,523.00"
MA,Brockton,2022,General Fund,gf22,"$439,407,115.00"
MA,Brockton,2022,Police,p22,"$28,499,467.00"
MA,Boston,2024,Education,,"$1,379,456,890.00"
MA,Brockton,2023,Education,e23,"$218,463,709.00"
MA,Brockton,2023,General Fund,gf23,"$460,168,258.00"
MA,Brockton,2023,Police,p23,"$32,940,192.00"
MA,Brockton,2024,General Fund,,
MA,Brockton,2024,Police,,
MA,Brockton,2025,General Fund,,
MA,Brockton,2025,Police,,
MA,Cambridge,2018,Education,e18,"$183,046,445.00"
MA,Cambridge,2018,General Fund,gf18,"$591,057,460.00"
MA,Cambridge,2018,Police,p18,"$55,191,025.00"
MA,Cambridge,2019,Education,e19,"$191,069,505.00"
MA,Cambridge,2019,General Fund,gf19,"$622,477,255.00"
MA,Cambridge,2019,Police,p19,"$59,191,260.00"
MA,Cambridge,2020,Education,e20,"$201,770,255.00"
MA,Cambridge,2020,General Fund,gf20,"$665,550,940.00"
MA,Cambridge,2020,Police,p20,"$63,384,730.00"
MA,Cambridge,2021,Education,e21,"$213,714,735.00"
MA,Cambridge,2021,General Fund,gf21,"$702,432,985.00"
MA,Cambridge,2021,Police,p21,"$65,925,945.00"
MA,Cambridge,2022,Education,e22,"$223,718,190.00"
MA,Cambridge,2022,General Fund,gf22,"$735,203,865.00"
MA,Cambridge,2022,Police,p22,"$68,731,130.00"
MA,Cambridge,2023,Education,e23,"$232,389,140.00"
MA,Cambridge,2023,General Fund,gf23,"$787,913,900.00"
MA,Cambridge,2023,Police,p23,"$73,529,240.00"
MA,Cambridge,2024,General Fund,,
MA,Cambridge,2024,Police,,
MA,Cambridge,2025,General Fund,,
MA,Cambridge,2025,Police,,
MA,Chesea,2018,General Fund,gf18,
MA,Chesea,2018,Police,p18,
MA,Chesea,2019,General Fund,gf19,"$92,587,006.00"
MA,Chesea,2019,Police,p19,"$12,483,146.00"
MA,Chesea,2020,General Fund,gf20,"$100,778,869.00"
MA,Chesea,2020,Police,p20,"$12,474,274.00"
MA,Chesea,2021,General Fund,gf21,"$97,761,311.00"
MA,Chesea,2021,Police,p21,"$12,378,433.00"
MA,Chesea,2022,General Fund,gf22,"$95,311,027.00"
MA,Chesea,2022,Police,p22,"$12,312,843.00"
MA,Chesea,2023,General Fund,gf23,
MA,Chesea,2023,Police,p23,
MA,Chesea,2024,General Fund,,
MA,Chesea,2024,Police,,
MA,Chesea,2025,General Fund,,
MA,Chesea,2025,Police,,
MA,Fall River,2018,General Fund,gf18,"$92,950,311.00"
MA,Fall River,2018,Police,p18,"$21,241,419.00"
MA,Fall River,2019,General Fund,gf19,"$96,797,628.00"
MA,Fall River,2019,Police,p19,"$21,861,385.00"
MA,Fall River,2020,General Fund,gf20,"$72,137,101.00"
MA,Fall River,2020,Police,p20,"$23,062,325.00"
MA,Fall River,2021,General Fund,gf21,"$107,065,415.00"
MA,Fall River,2021,Police,p21,"$22,937,404.00"
MA,Fall River,2022,General Fund,gf22,"$111,786,385.00"
MA,Fall River,2022,Police,p22,"$24,352,111.00"
MA,Fall River,2023,General Fund,gf23,"$115,811,590.00"
MA,Fall River,2023,Police,p23,"$24,469,991.00"
MA,Fall River,2024,General Fund,,
MA,Fall River,2024,Police,,
MA,Fall River,2025,General Fund,,
MA,Fall River,2025,Police,,
MA,Framingham,2018,Education,e18,
MA,Framingham,2018,General Fund,gf18,"$130,964,189.00"
MA,Framingham,2018,Police,p18,"$14,203,001.00"
MA,Framingham,2019,Education,e19,
MA,Framingham,2019,General Fund,gf19,"$154,705,224.00"
MA,Framingham,2019,Police,p19,"$14,393,409.00"
MA,Framingham,2020,Education,e20,"$276,969,972.00"
MA,Framingham,2020,General Fund,gf20,"$587,510,772.00"
MA,Framingham,2020,Police,p20,"$29,497,630.00"
MA,Framingham,2021,Education,e21,"$281,898,868.00"
MA,Framingham,2021,General Fund,gf21,"$590,855,972.00"
MA,Framingham,2021,Police,p21,"$32,548,238.00"
MA,Framingham,2022,Education,e22,"$146,830,670.00"
MA,Framingham,2022,General Fund,gf22,"$306,401,199.00"
MA,Framingham,2022,Police,p22,"$16,501,005.00"
MA,Framingham,2023,Education,e23,"$154,198,044.00"
MA,Framingham,2023,General Fund,gf23,"$325,435,683.00"
MA,Framingham,2023,Police,p23,"$17,148,437.00"
MA,Framingham,2024,General Fund,,
MA,Framingham,2024,Police,,
MA,Framingham,2025,General Fund,,
MA,Framingham,2025,Police,,
MA,Malden,2018,Education,e18,
MA,Malden,2018,General Fund,gf18,"$110,979,181.00"
MA,Malden,2018,Police,p18,"$11,592,266.00"
MA,Malden,2019,Education,e19,
MA,Malden,2019,General Fund,gf19,
MA,Malden,2019,Police,p19,"$11,139,035.00"
MA,Malden,2020,Education,e20,"$75,853,373.99"
MA,Malden,2020,General Fund,gf20,"$179,611,387.06"
MA,Malden,2020,Police,p20,"$11,592,548.38"
MA,Malden,2021,Education,e21,"$75,853,374.00"
MA,Malden,2021,General Fund,gf21,"$184,321,867.00"
MA,Malden,2021,Police,p21,"$11,390,296.00"
MA,Malden,2022,Education,e22,"$77,887,174.00"
MA,Malden,2022,General Fund,gf22,"$188,143,832.26"
MA,Malden,2022,Police,p22,"$11,982,870.00"
MA,Malden,2023,Education,e23,"$82,133,859.00"
MA,Malden,2023,General Fund,gf23,"$198,916,565.29"
MA,Malden,2023,Police,p23,"$12,850,430.00"
MA,Malden,2024,General Fund,,
MA,Malden,2024,Police,,
MA,Malden,2025,General Fund,,
MA,Malden,2025,Police,,
MA,New Bedford,2018,Education,e18,"$130,950,000.00"
MA,New Bedford,2018,General Fund,gf18,"$305,850,071.00"
MA,New Bedford,2018,Police,p18,"$24,879,549.00"
MA,New Bedford,2019,Education,e19,"$137,030,000.00"
MA,New Bedford,2019,General Fund,gf19,"$319,534,745.00"
MA,New Bedford,2019,Police,p19,"$25,738,712.00"
MA,New Bedford,2020,Education,e20,"$146,750,000.00"
MA,New Bedford,2020,General Fund,gf20,"$331,552,933.00"
MA,New Bedford,2020,Police,p20,"$26,041,576.00"
MA,New Bedford,2021,Education,e21,"$179,162,500.00"
MA,New Bedford,2021,General Fund,gf21,"$340,988,407.00"
MA,New Bedford,2021,Police,p21,"$25,527,814.00"
MA,New Bedford,2022,Education,e22,"$192,237,500.00"
MA,New Bedford,2022,General Fund,gf22,"$355,451,571.00"
MA,New Bedford,2022,Police,p22,"$25,725,795.00"
MA,New Bedford,2023,Education,e23,"$215,072,811.00"
MA,New Bedford,2023,General Fund,gf23,"$386,817,155.00"
MA,New Bedford,2023,Police,p23,"$26,807,297.00"
MA,New Bedford,2024,General Fund,,
MA,New Bedford,2024,Police,,
MA,New Bedford,2025,General Fund,,
MA,New Bedford,2025,Police,,
MA,Newton,2018,Education,e18,"$182,036,558.00"
MA,Newton,2018,General Fund,gf18,"$401,811,189.00"
MA,Newton,2018,Police,p18,"$22,235,462.00"
MA,Newton,2019,Education,e19,"$186,446,208.00"
MA,Newton,2019,General Fund,gf19,"$414,006,471.00"
MA,Newton,2019,Police,p19,"$22,413,306.00"
MA,Newton,2020,Education,e20,"$193,912,069.00"
MA,Newton,2020,General Fund,gf20,"$430,284,381.00"
MA,Newton,2020,Police,p20,"$22,804,754.00"
MA,Newton,2021,Education,e21,"$243,145,343.00"
MA,Newton,2021,General Fund,gf21,"$439,539,447.00"
MA,Newton,2021,Police,p21,"$22,751,779.00"
MA,Newton,2022,Education,e22,"$253,207,930.00"
MA,Newton,2022,General Fund,gf22,"$462,669,539.00"
MA,Newton,2022,Police,p22,"$23,421,668.00"
MA,Newton,2023,Education,e23,"$262,070,208.00"
MA,Newton,2023,General Fund,gf23,"$479,995,878.00"
MA,Newton,2023,Police,p23,"$24,790,488.00"
MA,Newton,2024,General Fund,,
MA,Newton,2024,Police,,
MA,Newton,2025,General Fund,,
MA,Newton,2025,Police,,
MA,Oak Bluffs,2018,Education,e18,"$12,419,439.00"
MA,Oak Bluffs,2018,General Fund,gf18,"$31,328,555.00"
MA,Oak Bluffs,2018,Police,p18,"$2,301,161.70"
MA,Oak Bluffs,2019,Education,e19,"$13,095,611.00"
MA,Oak Bluffs,2019,General Fund,gf19,"$31,199,586.00"
MA,Oak Bluffs,2019,Police,p19,"$2,421,788.97"
MA,Oak Bluffs,2020,Education,e20,"$13,505,467.00"
MA,Oak Bluffs,2020,General Fund,gf20,"$30,939,669.00"
MA,Oak Bluffs,2020,Police,p20,"$2,458,208.30"
MA,Oak Bluffs,2021,Education,e21,"$13,968,408.00"
MA,Oak Bluffs,2021,General Fund,gf21,"$31,669,435.00"
MA,Oak Bluffs,2021,Police,p21,"$2,446,776.96"
MA,Oak Bluffs,2022,Education,e22,"$14,460,654.00"
MA,Oak Bluffs,2022,General Fund,gf22,"$33,972,851.00"
MA,Oak Bluffs,2022,Police,p22,"$2,656,120.04"
MA,Oak Bluffs,2023,Education,e23,"$15,134,494.00"
MA,Oak Bluffs,2023,General Fund,gf23,"$35,476,928.00"
MA,Oak Bluffs,2023,Police,p23,"$2,690,737.31"
MA,Oak Bluffs,2024,General Fund,,
MA,Oak Bluffs,2024,Police,,
MA,Oak Bluffs,2025,General Fund,,
MA,Oak Bluffs,2025,Police,,
MA,Quincy,2018,General Fund,gf18,"$197,761,790.00"
MA,Quincy,2018,Police,p18,"$27,989,870.00"
MA,Quincy,2019,General Fund,gf19,"$210,647,350.00"
MA,Quincy,2019,Police,p19,"$28,968,774.00"
MA,Quincy,2020,General Fund,gf20,"$219,565,513.00"
MA,Quincy,2020,Police,p20,"$30,930,900.00"
MA,Quincy,2021,General Fund,gf21,"$228,933,536.00"
MA,Quincy,2021,Police,p21,"$31,450,176.00"
MA,Quincy,2022,General Fund,gf22,"$232,363,216.00"
MA,Quincy,2022,Police,p22,"$32,285,884.00"
MA,Quincy,2023,General Fund,gf23,
MA,Quincy,2023,Police,p23,
MA,Quincy,2024,General Fund,,
MA,Quincy,2024,Police,,
MA,Quincy,2025,General Fund,,
MA,Quincy,2025,Police,,
MA,Springfield,2018,General Fund,gf18,"$222,774,172.00"
MA,Springfield,2018,Police,p18,"$44,256,463.00"
MA,Springfield,2019,General Fund,gf19,"$235,441,687.00"
MA,Springfield,2019,Police,p19,"$45,395,084.00"
MA,Springfield,2020,General Fund,gf20,"$246,814,327.00"
MA,Springfield,2020,Police,p20,"$50,929,856.00"
MA,Springfield,2021,General Fund,gf21,"$249,742,666.00"
MA,Springfield,2021,Police,p21,"$50,327,774.00"
MA,Springfield,2022,General Fund,gf22,"$264,003,003.00"
MA,Springfield,2022,Police,p22,"$51,928,503.00"
MA,Springfield,2023,General Fund,gf23,
MA,Springfield,2023,Police,p23,
MA,Springfield,2024,General Fund,,"$301,428,598.00"
MA,Springfield,2024,Police,,"$57,734,693.00"
MA,Springfield,2024,Education,,"$627,288,835.00"
MA,Springfield,2025,General Fund,,
MA,Springfield,2025,Police,,
MA,Worcester,2018,General Fund,gf18,"$270,045,734.00"
MA,Worcester,2018,Police,p18,"$48,062,376.00"
MA,Worcester,2019,General Fund,gf19,"$279,093,496.00"
MA,Worcester,2019,Police,p19,"$49,485,740.00"
MA,Worcester,2020,General Fund,gf20,"$290,340,051.00"
MA,Worcester,2020,Police,p20,"$52,512,294.00"
MA,Worcester,2021,General Fund,gf21,"$301,366,555.00"
MA,Worcester,2021,Police,p21,"$52,766,614.00"
MA,Worcester,2022,General Fund,gf22,"$312,950,824.00"
MA,Worcester,2022,Police,p22,"$52,767,291.00"
MA,Worcester,2023,General Fund,gf23,
MA,Worcester,2023,Police,p23,
MA,Worcester,2024,General Fund,,"$183,708,699.00"
MA,Worcester,2024,Police,,"$55,226,214.00"
MA,Worcester,2025,General Fund,,
MA,Worcester,2025,Police,,
MD,Aberdeen,2018,General Fund,gf18,"$17,217,870.00"
MD,Aberdeen,2018,Police,p18,"$4,241,893.00"
MD,Aberdeen,2019,General Fund,gf19,"$17,676,081.00"
MD,Aberdeen,2019,Police,p19,"$4,272,159.00"
MD,Aberdeen,2020,General Fund,gf20,"$17,902,533.00"
MD,Aberdeen,2020,Police,p20,"$4,666,631.00"
MD,Aberdeen,2021,General Fund,gf21,"$17,042,451.00"
MD,Aberdeen,2021,Police,p21,"$4,670,858.00"
MD,Aberdeen,2022,General Fund,gf22,"$18,170,433.00"
MD,Aberdeen,2022,Police,p22,"$5,101,044.00"
MD,Aberdeen,2023,General Fund,gf23,"$18,796,541.00"
MD,Aberdeen,2023,Police,p23,"$5,168,916.00"
MD,Aberdeen,2024,General Fund,,
MD,Aberdeen,2024,Police,,
MD,Aberdeen,2025,General Fund,,
MD,Aberdeen,2025,Police,,
MD,Annapolis,2018,General Fund,gf18,"$74,141,524.00"
MD,Annapolis,2018,Police,p18,"$18,733,702.00"
MD,Annapolis,2019,General Fund,gf19,"$79,560,187.00"
MD,Annapolis,2019,Police,p19,"$20,231,534.00"
MD,Annapolis,2020,General Fund,gf20,"$82,968,000.00"
MD,Annapolis,2020,Police,p20,"$19,620,830.00"
MD,Annapolis,2021,General Fund,gf21,"$86,417,450.00"
MD,Annapolis,2021,Police,p21,"$21,481,400.00"
MD,Annapolis,2022,General Fund,gf22,"$90,883,700.00"
MD,Annapolis,2022,Police,p22,"$21,211,730.00"
MD,Annapolis,2023,General Fund,gf23,"$103,111,350.00"
MD,Annapolis,2023,Police,p23,"$24,664,900.00"
MD,Annapolis,2024,General Fund,,"$111,175,850.00"
MD,Annapolis,2024,Police,,"$28,429,500.00"
MD,Annapolis,2025,General Fund,,
MD,Annapolis,2025,Police,,
MD,Baltimore,2018,General Fund,gf18,"$1,813,500,000.00"
MD,Baltimore,2018,Police,p18,"$471,968,973.00"
MD,Baltimore,2019,General Fund,gf19,"$1,857,550,000.00"
MD,Baltimore,2019,Police,p19,"$491,823,576.00"
MD,Baltimore,2020,General Fund,gf20,"$1,917,250,000.00"
MD,Baltimore,2020,Police,p20,"$506,296,372.00"
MD,Baltimore,2021,General Fund,gf21,"$1,922,962,543.00"
MD,Baltimore,2021,Police,p21,"$500,357,075.00"
MD,Baltimore,2022,General Fund,gf22,"$1,992,751,000.00"
MD,Baltimore,2022,Police,p22,"$522,475,791.00"
MD,Baltimore,2023,General Fund,gf23,"$2,056,900,000.00"
MD,Baltimore,2023,Police,p23,"$525,128,902.00"
MD,Baltimore,2024,General Fund,,"$2,169,922,725.00"
MD,Baltimore,2024,Police,,"$524,950,535.00"
MD,Baltimore,2025,General Fund,,
MD,Baltimore,2025,Police,,
MD,Bel Air,2018,General Fund,gf18,"$13,760,066.00"
MD,Bel Air,2018,Police,p18,"$3,555,174.00"
MD,Bel Air,2019,General Fund,gf19,"$13,567,374.00"
MD,Bel Air,2019,Police,p19,"$3,614,489.00"
MD,Bel Air,2020,General Fund,gf20,"$13,810,164.00"
MD,Bel Air,2020,Police,p20,"$5,028,268.00"
MD,Bel Air,2021,General Fund,gf21,"$14,271,080.00"
MD,Bel Air,2021,Police,p21,"$5,135,908.00"
MD,Bel Air,2022,General Fund,gf22,"$15,409,112.00"
MD,Bel Air,2022,Police,p22,"$5,614,613.00"
MD,Bel Air,2023,General Fund,gf23,"$16,486,617.00"
MD,Bel Air,2023,Police,p23,"$5,894,882.00"
MD,Bel Air,2024,General Fund,,
MD,Bel Air,2024,Police,,
MD,Bel Air,2025,General Fund,,
MD,Bel Air,2025,Police,,
MD,Bowie,2018,General Fund,gf18,"$55,132,600.00"
MD,Bowie,2018,Police,p18,"$11,933,400.00"
MD,Bowie,2019,General Fund,gf19,"$57,723,900.00"
MD,Bowie,2019,Police,p19,"$12,562,400.00"
MD,Bowie,2020,General Fund,gf20,"$59,108,700.00"
MD,Bowie,2020,Police,p20,"$12,977,200.00"
MD,Bowie,2021,General Fund,gf21,"$66,428,000.00"
MD,Bowie,2021,Police,p21,"$13,843,500.00"
MD,Bowie,2022,General Fund,gf22,"$64,382,300.00"
MD,Bowie,2022,Police,p22,"$13,964,400.00"
MD,Bowie,2023,General Fund,gf23,"$69,019,400.00"
MD,Bowie,2023,Police,p23,"$14,894,800.00"
MD,Bowie,2024,General Fund,,
MD,Bowie,2024,Police,,
MD,Bowie,2025,General Fund,,
MD,Bowie,2025,Police,,
MD,College Park,2023,General Fund,gf23,"$30,460,335.00"
MD,Gaithersburg,2018,General Fund,gf18,"$67,821,716.00"
MD,Gaithersburg,2018,Police,p18,"$9,210,085.00"
MD,Gaithersburg,2019,General Fund,gf19,"$70,745,515.00"
MD,Gaithersburg,2019,Police,p19,"$9,432,952.00"
MD,Gaithersburg,2020,General Fund,gf20,"$68,309,179.00"
MD,Gaithersburg,2020,Police,p20,"$9,628,798.00"
MD,Gaithersburg,2021,General Fund,gf21,"$69,350,537.00"
MD,Gaithersburg,2021,Police,p21,"$9,710,447.00"
MD,Gaithersburg,2022,General Fund,gf22,"$70,152,207.00"
MD,Gaithersburg,2022,Police,p22,"$9,950,720.00"
MD,Gaithersburg,2023,General Fund,gf23,"$72,521,558.00"
MD,Gaithersburg,2023,Police,p23,"$10,400,590.00"
MD,Gaithersburg,2024,General Fund,,
MD,Gaithersburg,2024,Police,,
MD,Gaithersburg,2025,General Fund,,
MD,Gaithersburg,2025,Police,,
MD,Hagerstown,2018,General Fund,gf18,"$43,922,027.00"
MD,Hagerstown,2018,Police,p18,"$13,907,324.00"
MD,Hagerstown,2019,General Fund,gf19,"$46,426,278.00"
MD,Hagerstown,2019,Police,p19,"$14,473,745.00"
MD,Hagerstown,2020,General Fund,gf20,"$47,392,179.00"
MD,Hagerstown,2020,Police,p20,"$14,330,117.00"
MD,Hagerstown,2021,General Fund,gf21,"$49,748,203.00"
MD,Hagerstown,2021,Police,p21,"$14,901,400.00"
MD,Hagerstown,2022,General Fund,gf22,"$48,966,496.00"
MD,Hagerstown,2022,Police,p22,"$14,498,141.00"
MD,Hagerstown,2023,General Fund,gf23,"$54,746,102.00"
MD,Hagerstown,2023,Police,p23,"$15,884,217.00"
MD,Hagerstown,2024,General Fund,,"$58,001,693.00"
MD,Hagerstown,2024,Police,,"$16,827,522.00"
MD,Hagerstown,2025,General Fund,,
MD,Hagerstown,2025,Police,,
MD,Hampstead,2018,General Fund,gf18,
MD,Hampstead,2018,Police,p18,
MD,Hampstead,2019,General Fund,gf19,
MD,Hampstead,2019,Police,p19,
MD,Hampstead,2020,General Fund,gf20,"$3,236,328.00"
MD,Hampstead,2020,Police,p20,"$1,176,579.00"
MD,Hampstead,2021,General Fund,gf21,"$3,217,845.00"
MD,Hampstead,2021,Police,p21,"$1,190,226.00"
MD,Hampstead,2022,General Fund,gf22,"$3,241,457.00"
MD,Hampstead,2022,Police,p22,"$1,246,853.00"
MD,Hampstead,2023,General Fund,gf23,
MD,Hampstead,2023,Police,p23,
MD,Hampstead,2024,General Fund,,
MD,Hampstead,2024,Police,,
MD,Hampstead,2025,General Fund,,
MD,Hampstead,2025,Police,,
MD,Laurel,2018,General Fund,gf18,"$32,071,586.00"
MD,Laurel,2018,Police,p18,"$9,623,106.00"
MD,Laurel,2019,General Fund,gf19,"$34,228,093.00"
MD,Laurel,2019,Police,p19,"$10,462,109.00"
MD,Laurel,2020,General Fund,gf20,"$34,723,870.00"
MD,Laurel,2020,Police,p20,"$10,345,597.00"
MD,Laurel,2021,General Fund,gf21,"$36,419,488.00"
MD,Laurel,2021,Police,p21,"$11,020,726.00"
MD,Laurel,2022,General Fund,gf22,"$36,749,195.00"
MD,Laurel,2022,Police,p22,"$11,241,329.00"
MD,Laurel,2023,General Fund,gf23,"$38,715,938.00"
MD,Laurel,2023,Police,p23,"$11,699,760.00"
MD,Laurel,2024,General Fund,,
MD,Laurel,2024,Police,,
MD,Laurel,2025,General Fund,,
MD,Laurel,2025,Police,,
MD,Mount Ranier,2018,General Fund,gf18,"$5,936,375.00"
MD,Mount Ranier,2018,Police,p18,"$2,116,500.00"
MD,Mount Ranier,2019,General Fund,gf19,"$6,723,045.00"
MD,Mount Ranier,2019,Police,p19,"$2,647,715.00"
MD,Mount Ranier,2020,General Fund,gf20,"$7,247,554.00"
MD,Mount Ranier,2020,Police,p20,"$2,558,476.00"
MD,Mount Ranier,2021,General Fund,gf21,"$6,956,054.51"
MD,Mount Ranier,2021,Police,p21,"$2,354,454.00"
MD,Mount Ranier,2022,General Fund,gf22,"$7,219,143.00"
MD,Mount Ranier,2022,Police,p22,"$3,055,996.00"
MD,Mount Ranier,2023,General Fund,gf23,"$7,837,599.20"
MD,Mount Ranier,2023,Police,p23,"$2,886,391.78"
MD,Rockville,2018,General Fund,gf18,"$79,690,000.00"
MD,Rockville,2018,Police,p18,"$11,529,590.00"
MD,Rockville,2019,General Fund,gf19,"$82,420,000.00"
MD,Rockville,2019,Police,p19,"$12,355,950.00"
MD,Rockville,2020,General Fund,gf20,"$83,236,690.00"
MD,Rockville,2020,Police,p20,"$11,536,660.00"
MD,Rockville,2021,General Fund,gf21,"$83,635,000.00"
MD,Rockville,2021,Police,p21,"$11,706,120.00"
MD,Rockville,2022,General Fund,gf22,"$86,410,000.00"
MD,Rockville,2022,Police,p22,"$11,902,710.00"
MD,Rockville,2023,General Fund,gf23,"$93,220,400.00"
MD,Rockville,2023,Police,p23,"$12,483,540.00"
MD,Rockville,2024,General Fund,,"$101,625,550.00"
MD,Rockville,2024,Police,,"$12,986,780.00"
MD,Rockville,2025,General Fund,,
MD,Rockville,2025,Police,,
MD,Salisbury,2018,General Fund,gf18,"$39,042,408.00"
MD,Salisbury,2018,Police,p18,"$12,069,747.00"
MD,Salisbury,2019,General Fund,gf19,"$40,779,089.00"
MD,Salisbury,2019,Police,p19,"$12,222,423.00"
MD,Salisbury,2020,General Fund,gf20,"$42,386,052.00"
MD,Salisbury,2020,Police,p20,"$12,573,864.00"
MD,Salisbury,2021,General Fund,gf21,"$45,021,154.00"
MD,Salisbury,2021,Police,p21,"$12,989,970.00"
MD,Salisbury,2022,General Fund,gf22,"$45,202,014.00"
MD,Salisbury,2022,Police,p22,"$14,812,903.00"
MD,Salisbury,2023,General Fund,gf23,"$49,933,705.00"
MD,Salisbury,2023,Police,p23,"$14,970,689.00"
MD,Salisbury,2024,General Fund,,
MD,Salisbury,2024,Police,,
MD,Salisbury,2025,General Fund,,
MD,Salisbury,2025,Police,,
MD,Takoma Park,2018,General Fund,gf18,"$32,429,987.00"
MD,Takoma Park,2018,Police,p18,"$7,916,935.00"
MD,Takoma Park,2019,General Fund,gf19,"$31,522,928.00"
MD,Takoma Park,2019,Police,p19,"$8,469,949.00"
MD,Takoma Park,2020,General Fund,gf20,"$29,361,165.00"
MD,Takoma Park,2020,Police,p20,"$8,284,310.00"
MD,Takoma Park,2021,General Fund,gf21,"$31,256,716.00"
MD,Takoma Park,2021,Police,p21,"$8,865,809.00"
MD,Takoma Park,2022,General Fund,gf22,"$35,401,249.00"
MD,Takoma Park,2022,Police,p22,"$9,318,722.00"
MD,Takoma Park,2023,General Fund,gf23,"$34,104,647.00"
MD,Takoma Park,2023,Police,p23,"$8,538,116.00"
MD,Westminster,2018,General Fund,gf18,"$13,526,029.00"
MD,Westminster,2018,Police,p18,"$7,225,000.00"
MD,Westminster,2019,General Fund,gf19,"$15,790,539.00"
MD,Westminster,2019,Police,p19,"$7,313,504.00"
MD,Westminster,2020,General Fund,gf20,"$17,189,383.00"
MD,Westminster,2020,Police,p20,"$7,460,049.00"
MD,Westminster,2021,General Fund,gf21,"$16,723,534.00"
MD,Westminster,2021,Police,p21,"$7,440,362.00"
MD,Westminster,2022,General Fund,gf22,"$17,746,959.00"
MD,Westminster,2022,Police,p22,"$8,082,867.00"
MD,Westminster,2023,General Fund,gf23,"$16,588,029.00"
MD,Westminster,2023,Police,p23,"$8,401,768.00"
MD,Westminster,2024,General Fund,,
MD,Westminster,2024,Police,,
MD,Westminster,2025,General Fund,,
MD,Westminster,2025,Police,,
ME,Augusta,2018,Education,e18,"$29,774,119.00"
ME,Augusta,2018,General Fund,gf18,"$59,774,890.00"
ME,Augusta,2018,Police,p18,"$5,062,288.00"
ME,Augusta,2019,Education,e19,"$31,211,198.00"
ME,Augusta,2019,General Fund,gf19,"$62,657,573.00"
ME,Augusta,2019,Police,p19,"$5,231,395.00"
ME,Augusta,2020,Education,e20,"$32,325,102.00"
ME,Augusta,2020,General Fund,gf20,"$65,187,088.00"
ME,Augusta,2020,Police,p20,"$5,354,944.00"
ME,Augusta,2021,Education,e21,"$33,311,618.00"
ME,Augusta,2021,General Fund,gf21,"$67,037,007.00"
ME,Augusta,2021,Police,p21,"$5,671,311.00"
ME,Augusta,2022,Education,e22,"$33,427,615.00"
ME,Augusta,2022,General Fund,gf22,"$69,410,627.00"
ME,Augusta,2022,Police,p22,"$5,951,108.00"
ME,Augusta,2023,Education,e23,"$34,590,932.00"
ME,Augusta,2023,General Fund,gf23,"$72,568,711.00"
ME,Augusta,2023,Police,p23,"$6,019,375.00"
ME,Augusta,2024,General Fund,,
ME,Augusta,2024,Police,,
ME,Augusta,2025,General Fund,,
ME,Augusta,2025,Police,,
ME,Bangor,2018,Education,e18,"$45,407,281.00"
ME,Bangor,2018,General Fund,gf18,"$101,068,064.00"
ME,Bangor,2018,Police,p18,"$9,228,486.00"
ME,Bangor,2019,Education,e19,"$46,740,937.00"
ME,Bangor,2019,General Fund,gf19,"$104,379,724.00"
ME,Bangor,2019,Police,p19,"$9,498,157.00"
ME,Bangor,2020,Education,e20,"$48,466,929.00"
ME,Bangor,2020,General Fund,gf20,"$108,250,251.00"
ME,Bangor,2020,Police,p20,"$10,101,646.00"
ME,Bangor,2021,Education,e21,"$49,962,874.00"
ME,Bangor,2021,General Fund,gf21,"$110,816,155.00"
ME,Bangor,2021,Police,p21,"$10,280,104.00"
ME,Bangor,2022,Education,e22,"$50,653,573.00"
ME,Bangor,2022,General Fund,gf22,"$115,065,232.00"
